Health Service Area,HSA_Code,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,CI*Rank([rank note]),Lower CI (CI*Rank),Upper CI (CI*Rank),Average Annual Count,Recent Trend,Recent 5-Year Trend ([trend note]) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval
"McIntosh, ND - Logan, ND(6)",684,382.3,296.3,490.8,N/A , N/A , N/A,16,falling,-3.5,-9.6,-1.7
"Teton, WY - Lincoln, WY(6)",775,381,350.9,413.1,N/A , N/A , N/A,131,falling,-2,-2.9,-1
"Fremont, CO - Custer, CO(6)",812,378.1,351.9,405.9,N/A , N/A , N/A,165,falling,-3.6,-13.5,-1.4
"St. Croix, WI - Pierce, WI(6)",923,375.1,355,396,N/A , N/A , N/A,288,stable,-0.1,-0.7,0.7
"La Plata, CO - Montezuma, CO(6)",985,373.7,352.5,395.9,N/A , N/A , N/A,265,rising,5.1,3.7,6.6
"Chaves, NM - Eddy, NM(7)",772,373.5,352.9,395,N/A , N/A , N/A,258,falling,-2.3,-2.9,-2
"Williams, ND - McKenzie, ND(6)",579,371.2,335.2,409.9,N/A , N/A , N/A,89,falling,-1.5,-2.7,-0.4
"Lea, NM(7)",508,371,340.6,403.2,N/A , N/A , N/A,119,falling,-2.6,-3.6,-1.9
"Klickitat, WA - Skamania, WA(6)",972,370.4,337.5,406,N/A , N/A , N/A,106,falling,-12.7,-20.9,-4
"Goshen, WY - Niobrara, WY(6)",948,369.2,319.3,425.4,N/A , N/A , N/A,43,stable,-1.6,-3.7,0.5
"Deaf Smith, TX - Parmer, TX(7)",491,368.7,324.4,417.3,N/A , N/A , N/A,52,falling,-3.5,-13,-1.2
"Prince William (Dale City), VA - Fauquier, VA(6)",109,367.2,356.4,378.2,N/A , N/A , N/A,1008,falling,-2.3,-3.1,-1.4
"Del Norte, CA(7)",738,366.5,326.9,409.7,N/A , N/A , N/A,68,falling,-2,-3.5,-0.7
"Tazewell, VA - Buchanan, VA(6)",39,363.8,339.7,389.4,N/A , N/A , N/A,184,falling,-2,-3.7,-0.4
"Spokane (Spokane), WA - Stevens, WA(6)",698,362.1,353.4,371.1,N/A , N/A , N/A,1387,falling,-3,-3.6,-2.3
"Logan, CO - Phillips, CO(6)",763,360.9,323.1,402.2,N/A , N/A , N/A,70,falling,-2.4,-3.5,-1.3
"Grant, OR(6)",806,355.4,290.8,433.7,N/A , N/A , N/A,26,stable,-1.7,-3.5,0.1
"Wise, VA - Lee, VA(6)",55,355.1,332.2,379.4,N/A , N/A , N/A,191,falling,-3.3,-5,-1.8
"Currituck, NC(6)",6,354.3,314.7,397.9,N/A , N/A , N/A,66,falling,-2.1,-3.8,-0.3
"Cheyenne, NE - Kimball, NE(6)",741,353,304.2,408.5,N/A , N/A , N/A,40,falling,-1.8,-3.4,-0.2
"Fairfax, VA - Arlington, VA(6)",69,350.1,344.6,355.6,N/A , N/A , N/A,3397,falling,-2,-2.5,-1.4
"Houghton, MI - Baraga, MI(6)",359,347.3,317.8,379,N/A , N/A , N/A,111,falling,-2.2,-2.8,-1.5
"Lane (Eugene), OR - Douglas, OR(6)",782,346.7,337.5,356.1,N/A , N/A , N/A,1172,falling,-11.6,-15.6,-6.9
"Malheur, OR(6)",968,345.8,309.1,385.7,N/A , N/A , N/A,67,falling,-2.7,-4.5,-1
"Santa Fe (Santa Fe), NM - Rio Arriba, NM(7)",724,345,332.5,357.9,N/A , N/A , N/A,648,stable,0.2,-1.6,4.1
"Dickey, ND - LaMoure, ND(6)",680,343.8,284.2,414.1,N/A , N/A , N/A,25,falling,-2.8,-5.1,-0.8
"San Juan, UT(7)",970,340.9,282.9,407.5,N/A , N/A , N/A,26,stable,0.6,-0.6,2.2
"Elko, NV - Lander, NV(6)",720,340.7,311.5,372,N/A , N/A , N/A,111,falling,-2.1,-3.5,-0.7
"Gogebic, MI - Ontonagon, MI(6)",284,339.9,302.9,381.6,N/A , N/A , N/A,73,stable,-1.4,-4.1,1.1
"Grant, NM - Hidalgo, NM(7)",793,339.7,308.7,373.5,N/A , N/A , N/A,108,falling,-1.8,-2.4,-1.2
"San Juan, NM(7)",986,336.4,316.2,357.6,N/A , N/A , N/A,222,falling,-1,-1.5,-0.5
"Union, NM(7)",814,335.5,244.4,451.7,N/A , N/A , N/A,10,stable,-0.6,-3,1.8
"Uinta, WY(6)",792,335.2,288.3,387.9,N/A , N/A , N/A,42,stable,-1.8,-3.8,0.3
"Lassen, CA - Plumas, CA(7)",780,335.2,308.9,363.2,N/A , N/A , N/A,130,falling,-2.2,-3.6,-1.5
"Inyo, CA - Mono, CA(7)",816,334.9,302.1,370.8,N/A , N/A , N/A,84,falling,-1.6,-2.7,-0.5
"McKinley, NM(7)",974,334.9,306.2,365.5,N/A , N/A , N/A,108,stable,-0.4,-1,0.4
"Asotin, WA - Garfield, WA(6)",961,331.7,294,373.6,N/A , N/A , N/A,64,falling,-3.5,-6.3,-0.8
"Dawes, NE - Sheridan, NE(6)",623,330.2,280.8,386.7,N/A , N/A , N/A,35,stable,-1.6,-4.2,1
"Alamosa, CO - Rio Grande, CO(6)",731,324.9,295.7,356.4,N/A , N/A , N/A,101,falling,-2.5,-9,-0.9
"Brewster, TX - Presidio, TX(7)",526,320.2,278.2,367.5,N/A , N/A , N/A,47,stable,-0.7,-1.8,2.1
"Apache, AZ(6)",765,319.5,293.2,347.6,N/A , N/A , N/A,116,stable,-0.2,-1.4,1.1
"Colfax, NM(7)",963,317.9,266,378.2,N/A , N/A , N/A,32,stable,-0.9,-1.8,0
"Washington, VA - Smyth, VA(6)",888,314,298.7,329.9,N/A , N/A , N/A,345,falling,-4.7,-8.3,-3.6
"San Miguel, NM - Mora, NM(7)",801,304.7,274.7,337.3,N/A , N/A , N/A,86,falling,-2.3,-10.9,-1.1
"White Pine, NV(6)",805,288.3,232.4,354.6,N/A , N/A , N/A,19,falling,-3.3,-6.5,-0.4
"Perkins, SD - Harding, SD(6)",959,273.1,194.4,377.1,N/A , N/A , N/A,9,falling,-3.2,-6.3,-0.5
"Whitman, WA(6)",976,220.3,190.7,253.1,N/A , N/A , N/A,43,falling,-5.3,-7.3,-3.5
"Allen (Fort Wayne), IN - Noble, IN(6)",304,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Alpine, CA(7)",701,* ,*, *,* , * , *,3 or fewer,*,*,*,*
"Atchison, KS(6)",671,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Barber, KS(6)",669,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Bartholomew, IN - Jackson, IN(6)",313,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Barton, KS - Pawnee, KS(6)",583,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Boone, IN(6)",401,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Cherokee, KS(6)",539,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Cheyenne, KS - Rawlins, KS(6)",636,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Clark (Jeffersonville), IN - Scott, IN(6)",365,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Clay, KS(6)",662,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Cloud, KS - Republic, KS(6)",642,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Crawford, KS - Bourbon, KS(6)",630,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Dearborn, IN - Jefferson (Madison), IN(6)",321,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Decatur, KS - Sheridan, KS(6)",613,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Delaware (Muncie), IN - Randolph, IN(6)",323,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Doniphan, KS(6)",591,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Dubois, IN(6)",394,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Elkhart (Elkhart), IN - Kosciusko, IN(6)",349,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Ellis, KS - Rooks, KS(6)",565,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Finney, KS - Scott, KS(6)",575,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Floyd (New Albany), IN - Harrison, IN(6)",339,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Ford, KS - Gray, KS(6)",551,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Fountain, IN - Warren, IN(6)",915,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Franklin, IN(6)",270,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Geary, KS - Dickinson, KS(6)",650,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Grant, IN - Miami, IN(6)",389,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Grant, KS - Stanton, KS(6)",943,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Hamilton, IN - Madison (Anderson), IN(6)",390,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Hancock, IN - Henry (New Castle), IN(6)",362,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Howard (Kokomo), IN - Cass, IN(6)",364,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Huntington, IN - Adams, IN(6)",332,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Johnson (Overland Park), KS - Douglas, KS(6)",624,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Kingman, KS - Harper, KS(6)",661,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Knox, IN - Daviess, IN(6)",910,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"La Porte, IN - Starke, IN(6)",378,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Labette, KS - Neosho, KS(6)",601,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Lake (Gary), IN - Porter, IN(6)",308,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Lawrence, IN - Orange, IN(6)",329,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Lyon, KS - Coffey, KS(6)",567,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Marion (Indianapolis), IN - Johnson, IN(6)",275,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Marshall, KS - Washington, KS(6)",635,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"McPherson, KS(6)",674,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Mitchell, KS - Osborne, KS(6)",622,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Monroe (Bloomington), IN - Greene, IN(6)",341,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Montgomery, IN(6)",402,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Montgomery, KS - Chautauqua, KS(6)",451,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Ness, KS(6)",682,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Perry, IN(6)",316,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Phillips, KS - Norton, KS(6)",637,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Pratt, KS - Kiowa, KS(6)",618,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Reno, KS - Rice, KS(6)",598,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Russell, KS(6)",667,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Saline, KS - Ellsworth, KS(6)",569,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Sedgwick (Wichita), KS - Butler, KS(6)",576,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Seward, KS - Morton, KS(6)",587,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Shawnee (Topeka), KS - Riley, KS(6)",554,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"St. Joseph (South Bend), IN - Marshall, IN(6)",312,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Stevens, KS(6)",664,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Thomas, KS - Sherman, KS(6)",659,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Tippecanoe (Lafayette), IN - Clinton, IN(6)",300,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Vanderburgh (Evansville), IN - Warrick, IN(6)",902,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Vigo (Terre Haute), IN - Clay, IN(6)",911,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Wayne, IN - Fayette, IN(6)",385,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Wichita, KS - Greeley, KS(6)",643,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Wilson, KS(6)",675,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
"Wyandotte (Kansas City), KS - Leavenworth, KS(6)",621,[P1 note] ,[P1 note], [P1 note],N/A , N/A , N/A,[P1 note],[P1 note],[P1 note],[P1 note],[P1 note]
